"quarter","latest_vintage_date","gdp_growth_latest","recession_latest","ciss_latest","pmi_latest","ciss_last_date_latest","pmi_last_release_date_latest","pmi_months_available_latest","prob_recession_latest","lower_95_latest","upper_95_latest","real_time_vintage_date","real_time_release_round","days_after_quarter_end","gdp_growth_real_time","recession_real_time","ciss_real_time","pmi_real_time","ciss_last_date_real_time","pmi_last_release_date_real_time","pmi_months_available_real_time","training_observations_real_time","training_recessions_real_time","prob_recession_real_time","lower_95_real_time","upper_95_real_time","growth_revision","classification_revised","probability_revision","absolute_probability_revision"
"2023-Q2",2026-05-13,0.180847468530021,0,0.150025812731127,52.2666666666667,2023-06-30,2023-06-26,3,0.0275097536572182,0.0047895079566681,0.0729571344974839,2023-07-31,1,31,0.270638549048652,0,0.150025812731127,52.2666666666667,2023-06-30,2023-06-26,3,99,10,0.0203184456818381,0.00223401337883833,0.0608496752428541,-0.0897910805186308,FALSE,0.00719130797538009,0.00719130797538009
"2023-Q3",2026-05-13,-0.00486866422798604,0,0.0818075751277615,47.5,2023-09-29,2023-09-26,3,0.272523405166315,0.0900743314481005,0.518113713204235,2023-10-31,1,31,-0.0918824974039389,0,0.0818075751277615,47.5,2023-09-29,2023-09-26,3,100,10,0.250201143218103,0.0551865164040615,0.543744837720938,0.0870138331759529,FALSE,0.022322261948212,0.022322261948212
"2023-Q4",2026-05-13,0.0750202768410535,0,0.105468745064583,47.2333333333333,2023-12-29,2023-12-26,3,0.303655244348846,0.107653479668786,0.552119327081718,2024-01-30,1,30,0.0305406435469724,0,0.105468745064583,47.2333333333333,2023-12-29,2023-12-26,3,101,10,0.259377303983712,0.0708859116954256,0.542820231221188,0.0444796332940811,FALSE,0.0442779403651349,0.0442779403651349
"2024-Q1",2026-05-13,0.289910613006295,0,0.0418351657339184,49.1333333333333,2024-03-29,2024-03-26,3,0.12976296940604,0.0347609937917862,0.285132895680167,2024-04-30,1,30,0.332716560251933,0,0.0418351657339184,49.1333333333333,2024-03-29,2024-03-26,3,102,11,0.11653228989879,0.023650218738842,0.285691405674421,-0.0428059472456388,FALSE,0.0132306795072494,0.0132306795072494
"2024-Q2",2026-05-13,0.199901842907457,0,0.0291323029062761,51.6,2024-06-28,2024-06-26,3,0.0369817042966541,0.00656006523467044,0.0981579367429505,2024-07-31,1,31,0.258560797349605,0,0.0291323029062761,51.6,2024-06-28,2024-06-26,3,103,10,0.0193265453388975,0.0018677197760323,0.0598608451504527,-0.0586589544421479,FALSE,0.0176551589577566,0.0176551589577566
"2024-Q3",2026-05-13,0.443435603555242,0,0.0863539680323694,50.2666666666667,2024-09-30,2024-09-26,3,0.0732760153371219,0.0200575614808625,0.164197783074903,2024-10-30,1,30,0.37438320998171,0,0.0863539680323694,50.2666666666667,2024-09-30,2024-09-26,3,104,11,0.0614451303807397,0.0147533387808649,0.139756000117109,0.0690523935735321,FALSE,0.0118308849563821,0.0118308849563821
"2024-Q4",2026-05-13,0.384423820033275,0,0.0418226797089082,49.3,2024-12-31,2024-12-26,3,0.119498612093031,0.0308027410319861,0.264462453357654,2025-01-30,1,30,0.0291195333180783,0,0.0418226797089082,49.3,2024-12-31,2024-12-26,3,105,11,0.0908222176199798,0.018954897570012,0.220207117475824,0.355304286715197,FALSE,0.0286763944730516,0.0286763944730516
"2025-Q1",2026-05-13,0.593240058787381,0,0.0180870663135409,50.4333333333333,2025-03-31,2025-03-26,3,0.067447333988391,0.013904384296704,0.165525254214232,2025-05-15,1,45,0.329788374059836,0,0.0180870663135409,50.4333333333333,2025-03-31,2025-03-26,3,106,9,0.0466646882189653,0.00781633905886958,0.129421307033902,0.263451684727545,FALSE,0.0207826457694257,0.0207826457694257
"2025-Q2",2026-05-13,0.143856291994804,0,0.0714056076021962,50.4,2025-06-30,2025-06-26,3,0.0683823394976358,0.0173901169385355,0.158207509374828,2025-07-30,1,30,0.105334499843912,0,0.0714056076021962,50.4,2025-06-30,2025-06-26,3,107,10,0.0562264834079198,0.0121396470053797,0.135733911530089,0.0385217921508918,FALSE,0.0121558560897161,0.0121558560897161
"2025-Q3",2026-05-13,0.299281375581506,0,0.0266932433822059,51.0333333333333,2025-09-30,2025-09-26,3,0.0494594072577202,0.00994833910070613,0.125244347649578,2025-10-30,1,30,0.222079001285702,0,0.0266932433822059,51.0333333333333,2025-09-30,2025-09-26,3,108,11,0.0520669052445071,0.0104661615654911,0.124741408188638,0.0772023742958039,FALSE,-0.00260749798678696,0.00260749798678696
"2025-Q4",2026-05-13,0.199426928422852,0,0.0335761303459994,52.2666666666667,2025-12-31,2025-12-26,3,0.0263786815206193,0.00412727164899244,0.0726351350974551,2026-01-30,1,30,0.334193031029573,0,0.0335761303459994,52.2666666666667,2025-12-31,2025-12-26,3,109,11,0.0280097900376261,0.00396687354735242,0.0817700026405315,-0.13476610260672,FALSE,-0.00163110851700685,0.00163110851700685
"2026-Q1",2026-05-13,0.145795873349397,0,0.0359603195188705,51.3,2026-03-31,2026-03-26,3,0.0431083416122133,0.0084172029930278,0.111729136537116,2026-05-13,1,43,0.145795873349397,0,0.0359603195188705,51.3,2026-03-31,2026-03-26,3,110,11,0.0444398102436825,0.0094482724787692,0.112518514418431,0,FALSE,-0.00133146863146916,0.00133146863146916
